,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,heat_source,sewer_system,sqft_garage,sqft_patio,yr_built,yr_renovated,lat,long,street address,city,zipcode,floodzones_in_zipcode,area_flood_score_max,area_flood_score_min,avg_area_flood_score,price,grade score,has_basement,on_waterfront,near_greenbelt,view score,nuisance,condition score
0,3873900250,2021-07-19,3,1.5,1420,10364,1.0,Gas,PRIVATE,380,0,1961,0,47.34392,-122.2854,3705 South 287th Street,Auburn,98001,"['X', 'AE', 'A', 'AH', 'C']",2.4,2.2,2.3,460000.0,7,0,0,0,0,0,4
1,627300085,2021-12-07,4,3.0,4100,10400,1.0,Gas,PUBLIC,0,460,1958,0,47.58606,-122.11488,2648 169th Avenue Southeast,Bellevue,98008,"['X', 'AE', 'A', 'C', 'A06']",2.4,2.2,2.3,2205000.0,8,1,0,0,4,0,4
2,8682230800,2021-09-27,2,2.5,2170,6853,1.0,Gas,PUBLIC,580,200,2004,0,47.71094,-122.03295,12527 230th Place Northeast,Redmond,98053,"['X', 'AE', 'A']",2.6666666666666665,2.333333333333333,2.5,1500000.0,8,0,0,0,0,0,3
3,3629980690,2021-06-10,4,2.5,2310,3830,2.0,Gas,PUBLIC,470,50,2006,0,47.553735,-121.989655,3447 Northeast Monterey Lane,Issaquah,98029,"['X', 'AE']",2.5,2.0,2.25,1250000.0,9,0,0,0,0,0,3
4,8651430370,2022-04-29,4,1.0,1240,5200,1.0,Gas,PUBLIC,0,80,1969,0,47.37009000000001,-122.07894,19615 Southeast 259th Street,Covington,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,500000.0,6,0,0,0,0,0,5
5,2895650280,2022-03-01,3,1.5,1350,1595,2.0,Electricity,PUBLIC,300,20,2017,0,47.52491,-122.28014,4230 South Greenbelt Station Drive,Seattle,98118,['X'],2.0,1.0,1.5,650000.0,8,1,0,0,0,0,3
6,5153700010,2021-12-27,3,1.5,2210,9870,1.0,Gas,PUBLIC,0,740,1973,0,47.3298,-122.32097,938 South 304th Street,Federal Way,98003,['X'],2.0,1.0,1.5,525000.0,7,1,0,0,0,0,4
7,5466300060,2022-01-27,2,2.5,1740,2193,2.0,Electricity,PUBLIC,260,0,1981,0,47.37946,-122.1468,24812 145th Lane Southeast,Kent,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,400000.0,7,0,0,0,0,0,3
8,2323069033,2022-05-25,3,2.0,1710,89920,1.0,Gas,PRIVATE,360,326,1998,0,47.47213,-121.9944,14403 260th Avenue Southeast,Issaquah,98027,"['AE', 'X', 'AO', 'A', 'A04', 'C', 'B', 'AOB', 'A02']",2.555555555555556,2.4444444444444446,2.5,1499950.0,7,0,0,0,0,0,5
9,109200310,2022-04-14,3,2.5,1770,7956,1.0,Gas,PUBLIC,620,440,1984,0,47.29658,-122.36696,2613 Southwest 340th Place,Federal Way,98023,"['X', 'A', 'C']",2.0,1.6666666666666667,1.8333333333333333,650000.0,7,1,0,0,0,0,5
10,2473002610,2021-09-14,3,2.5,2446,9600,1.0,Gas,PUBLIC,440,0,1968,2014,47.44777,-122.14051,14829 Southeast 172nd Place,Renton,98058,"['AE', 'X', 'A', 'A05', 'C', 'A07', 'B']",2.4285714285714284,2.2857142857142856,2.3571428571428568,1220000.0,8,0,0,0,0,0,3
11,3396810090,2021-08-30,4,2.5,2430,16304,2.0,Gas,PUBLIC,800,510,1986,0,47.719755,-122.10788,13314 174th Avenue Northeast,Redmond,98052,"['AE', 'X', 'A', 'A06', 'B']",2.6,2.4,2.5,1415000.0,8,0,0,0,0,0,4
12,9164100125,2022-05-23,3,1.5,1550,4750,1.5,Gas,PUBLIC,0,160,1919,0,47.68243,-122.38898,7337 25th Avenue Northwest,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,1150000.0,7,1,0,0,0,0,4
13,7334400080,2021-07-19,4,2.5,2210,9896,2.0,Electricity,PRIVATE,560,440,1986,0,47.46556,-121.75758,43704 Southeast 149th Street,North Bend,98045,"['AE', 'AO', 'X', 'AOB', 'D', 'C', 'A', 'AH', 'A05', 'B', 'A09', 'AHB', 'A06', 'A03']",2.571428571428572,2.5,2.5357142857142856,708000.0,7,0,0,0,0,0,4
14,5560000070,2022-05-02,3,1.5,1100,8560,1.0,Gas,PRIVATE,0,0,1961,0,47.32899000000001,-122.33773,206 Southwest 305th Street,Federal Way,98023,"['X', 'A', 'C']",2.0,1.6666666666666667,1.8333333333333333,550000.0,6,0,0,0,0,0,5
15,3579800370,2021-10-25,5,2.0,2820,10140,1.0,Gas,PUBLIC,0,290,1962,0,47.73471,-122.24183,7467 Northeast 146th Street,Kenmore,98028,"['AE', 'X', 'A']",2.6666666666666665,2.333333333333333,2.5,820000.0,7,1,0,0,0,0,3
16,3751600026,2021-10-08,2,1.0,770,17334,1.0,Electricity,PRIVATE,320,340,1978,0,47.29956,-122.26904,33707 53rd Avenue South,Auburn,98001,"['X', 'AE', 'A', 'AH', 'C']",2.4,2.2,2.3,400000.0,7,0,0,0,0,0,3
17,2325400380,2021-07-08,3,2.5,1900,3390,2.0,Gas,PUBLIC,440,60,2006,0,47.48591500000001,-122.159625,236 Anacortes Place Northeast,Renton,98059,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,715000.0,7,0,0,0,0,0,3
18,1115450170,2021-09-01,5,3.0,3270,8821,1.0,Gas,PUBLIC,680,550,1992,0,47.33391,-122.256795,6331 South 298th Place,Auburn,98001,"['X', 'AE', 'A', 'AH', 'C']",2.4,2.2,2.3,700000.0,8,1,0,0,0,0,3
19,5100402644,2021-09-28,4,1.5,1670,6380,1.5,Gas,PUBLIC,290,0,1945,0,47.69421,-122.31933,822 Northeast 90th Street,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,994000.0,7,1,0,0,0,0,4
20,534000113,2021-08-11,3,2.5,1280,1452,2.0,Gas,PUBLIC,270,40,2008,0,47.70055,-122.36193,9746 4th Ave NW,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,650000.0,7,1,0,0,0,0,3
21,1522029003,2021-06-14,3,2.0,2085,71652,1.0,Gas,PRIVATE,0,100,1949,2006,47.3925,-122.52581,23615 147th Avenue Southwest,Vashon,98070,"['A', 'X', 'C', 'AE', 'B']",2.2,2.0,2.1,1950000.0,6,1,1,0,3,0,3
22,3342103140,2022-04-19,4,2.0,2140,16966,1.0,Oil,PUBLIC,0,370,1959,0,47.52336500000001,-122.200276,1405 North 36th Street,Renton,98056,"['X', 'AE']",2.5,2.0,2.25,1050000.0,7,1,0,0,2,1,4
23,9373300145,2021-11-15,3,1.0,1540,9720,1.0,Oil,PUBLIC,0,0,1956,2014,47.769405,-122.32397,19308 5th Avenue Northeast,Shoreline,98155,"['X', 'A', 'AE', 'C']",2.25,2.0,2.125,770000.0,7,0,0,0,0,1,3
24,1853081040,2021-08-19,5,3.5,3290,5950,2.0,Gas,PUBLIC,620,70,2011,0,47.59277,-122.05805,1911 211th Avenue Southeast,Sammamish,98075,"['AE', 'X', 'A', 'C']",2.25,2.0,2.125,1770000.0,9,0,0,0,0,0,3
25,8576010030,2021-07-08,4,2.5,2650,4827,2.0,Gas,PUBLIC,420,150,2019,0,47.307515,-122.02925,23490 Tahoma Place,Black Diamond,98010,"['X', 'C']",1.5,1.0,1.25,779950.0,8,0,0,0,0,0,3
26,2525059068,2022-03-21,5,3.5,4170,10728,2.0,Gas,PUBLIC,610,300,2016,0,47.623805,-122.10741000000002,1460 173rd Avenue Northeast,Bellevue,98008,"['X', 'AE', 'A', 'C', 'A06']",2.4,2.2,2.3,2650000.0,10,1,0,1,0,1,3
27,8680500170,2021-09-07,5,3.5,3770,21097,2.0,Gas,PUBLIC,630,0,1998,0,47.74059000000001,-122.16703,15516 129th Avenue Northeast,Woodinville,98072,"['X', 'AE']",2.5,2.0,2.25,1605000.0,9,1,0,0,2,0,3
28,3522059230,2021-08-19,3,3.0,2755,6498,2.0,Gas,PUBLIC,503,200,2019,0,47.352325,-122.137959,15223 Southeast 278th Street,Kent,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,765000.0,8,0,0,0,0,0,3
29,52000070,2021-11-08,3,3.5,1650,2641,2.0,Gas,PUBLIC,0,0,2008,0,47.630195,-122.344265,1209 Aurora Avenue North,Seattle,98109,['X'],2.0,1.0,1.5,886000.0,7,1,0,0,0,1,3
30,7149410290,2021-10-21,3,1.5,1030,7171,1.0,Electricity,PUBLIC,540,0,1978,0,47.36735,-122.28375,3827 South 261st Street,Kent,98032,"['X', 'AE', 'AHB', 'AH', 'C', 'A', 'VE']",2.571428571428572,2.4285714285714284,2.5,455000.0,7,0,0,0,0,0,4
31,2771604850,2021-11-01,3,2.5,1530,1263,2.0,Gas,PUBLIC,230,570,2017,0,47.636,-122.388,1902 Amherst Place West,Seattle,98199,"['X', 'A']",2.5,2.0,2.25,1000000.0,9,1,0,0,0,0,3
32,7955060210,2021-08-06,4,2.5,2280,6464,1.0,Gas,PUBLIC,780,210,1973,0,47.73135,-122.19968,10523 Northeast 144th Street,Kirkland,98034,['X'],2.0,1.0,1.5,950000.0,7,1,0,0,0,0,4
33,3343300866,2022-04-25,3,2.5,1270,17644,1.0,Gas/Solar,PRIVATE,700,210,1967,0,47.53713,-122.192915,5028 Lake Washington Boulevard Northeast,Renton,98056,"['X', 'AE']",2.5,2.0,2.25,1100000.0,8,1,0,0,2,1,4
34,3508100245,2021-07-15,3,2.5,2400,8265,1.0,Gas,PUBLIC,500,290,1967,1998,47.5815,-122.3999,2431 53rd Avenue Southwest,Seattle,98116,"['X', 'A', 'C']",2.0,1.6666666666666667,1.8333333333333333,2075000.0,9,1,0,0,4,0,3
35,486000411,2021-11-08,2,1.0,1180,8480,1.0,Electricity,PUBLIC,0,150,1959,0,47.676235,-122.40233,3430 Northwest 65th Street,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,1095000.0,7,1,0,0,0,0,3
36,1239400015,2021-08-09,3,4.0,2480,26914,2.0,Gas,PUBLIC,310,630,1947,2000,47.675,-122.18853,1205 Kirkland Avenue,Kirkland,98033,"['X', 'AO']",2.5,2.0,2.25,3000000.0,8,1,0,0,2,0,3
37,5167000140,2022-03-30,3,3.5,3700,2264,2.0,Gas,PUBLIC,500,390,1998,0,47.66526,-122.205091,10139 Northeast 66th Lane,Kirkland,98033,"['X', 'AO']",2.5,2.0,2.25,2850000.0,11,1,0,0,0,0,5
38,7359600796,2021-09-16,4,2.0,1780,6380,1.5,Gas,PUBLIC,260,160,1910,0,47.48599,-122.28708,13031 37th Avenue South,Tukwila,98168,"['X', 'AE', 'C', 'AHB']",2.25,2.0,2.125,627000.0,7,1,0,0,0,0,4
39,1726600340,2022-02-28,4,2.5,2800,26128,2.0,Gas,PUBLIC,0,500,1975,0,47.636445,-122.164725,2908 131st Place Northeast,Bellevue,98005,"['X', 'AE', 'B']",2.333333333333333,2.0,2.166666666666667,2057500.0,9,0,0,0,0,0,3
40,2770601575,2022-05-09,4,3.0,2800,6000,1.0,Gas,PUBLIC,0,230,1915,1965,47.653275,-122.385655,3636 23rd Avenue West,Seattle,98199,"['X', 'A']",2.5,2.0,2.25,1250000.0,7,1,0,0,0,0,4
41,1321400780,2021-11-29,3,2.5,1715,8273,2.0,Gas,PUBLIC,534,220,1996,0,47.30754,-122.329205,313 South 330th Place,Federal Way,98003,['X'],2.0,1.0,1.5,600000.0,7,0,0,0,0,0,4
42,705710090,2021-07-28,4,2.5,1760,7142,2.0,Gas,PUBLIC,580,60,1996,0,47.381505,-122.02586,23445 Southeast 246th Place,Maple Valley,98038,"['AE', 'X', 'A05', 'B', 'A', 'C', 'A01']",2.4285714285714284,2.2857142857142856,2.3571428571428568,650000.0,7,0,0,0,0,0,3
43,8724900560,2021-08-17,3,2.5,2010,1850,2.0,Gas,PUBLIC,450,110,2017,0,47.733885,-122.289865,3572 Northeast 145th Street,Lake Forest Park,98155,"['X', 'A', 'AE', 'C']",2.25,2.0,2.125,843000.0,8,1,0,0,0,0,3
44,7177300106,2021-09-03,1,1.0,840,4930,1.0,Gas,PUBLIC,0,50,1925,0,47.68325,-122.30316,2216 Northeast 75th Street,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,600000.0,6,1,0,0,0,1,3
45,5700004210,2021-07-08,6,3.5,4100,16848,2.5,Gas,PUBLIC,0,580,1919,0,47.57204,-122.281355,3346 Lakewood Avenue South,Seattle,98144,['X'],2.0,1.0,1.5,3175000.0,9,1,0,0,3,0,4
46,522059111,2021-10-26,2,1.0,770,17725,1.0,Electricity,PUBLIC,0,80,1947,2004,47.42039000000001,-122.197695,20225 108th Avenue Southeast,Kent,98031,"['X', 'AE', 'A', 'C']",2.25,2.0,2.125,430000.0,6,0,0,0,0,1,5
47,6181500280,2022-02-08,5,2.5,2981,5640,2.0,Gas,PUBLIC,605,47,2012,0,47.3051,-122.27558,33022 47th Place South,Federal Way,98001,"['X', 'AE', 'A', 'AH', 'C']",2.4,2.2,2.3,899000.0,8,0,0,0,0,0,3
48,3288100270,2022-05-04,5,2.5,3230,10530,1.5,Gas,PUBLIC,420,50,1966,0,47.73112,-122.18328,14332 118th Avenue Northeast,Kirkland,98034,['X'],2.0,1.0,1.5,1236000.0,7,0,0,0,0,0,3
49,7558800620,2021-08-04,2,2.0,1550,7764,1.0,Electricity,PRIVATE,300,830,1965,1986,47.358045,-122.445605,27518 Sandy Shores Drive Southwest,Vashon,98070,"['A', 'X', 'C', 'AE', 'B']",2.2,2.0,2.1,1400000.0,8,0,1,0,4,0,4
50,5561700330,2022-05-12,3,2.0,1560,7316,1.0,Gas,PUBLIC,460,360,1978,0,47.39353,-122.16891499999998,12831 Southeast 232nd Place,Kent,98031,"['X', 'AE', 'A', 'C']",2.25,2.0,2.125,573000.0,7,0,0,0,0,0,4
51,3566800425,2022-03-22,1,1.0,350,5880,1.0,Electricity,PUBLIC,0,0,1920,0,47.69152,-122.39242,2648 Northwest 86th Street,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,1300000.0,4,0,0,0,0,0,3
52,192600080,2022-03-01,5,3.5,2340,9800,1.0,Gas,PUBLIC,530,550,1975,0,47.77516,-122.275125,20103 51st Avenue Northeast,Lake Forest Park,98155,"['X', 'A', 'AE', 'C']",2.25,2.0,2.125,1440000.0,8,1,0,0,2,0,3
53,4151800315,2022-05-13,3,1.0,910,7700,1.0,Gas,PUBLIC,0,460,1942,0,47.66595,-122.20326,10226 Northeast 67th Street,Kirkland,98033,"['X', 'AO']",2.5,2.0,2.25,2050000.0,6,0,0,0,0,0,4
54,8001400070,2022-03-21,3,2.5,1910,8680,1.0,Gas,PUBLIC,528,0,1988,0,47.32307,-122.273475,4906 South 310th Place,Auburn,98001,"['X', 'AE', 'A', 'AH', 'C']",2.4,2.2,2.3,700000.0,8,1,0,0,0,0,3
55,9183703220,2021-12-10,5,2.5,2480,10740,1.0,Gas,PUBLIC,480,210,1964,0,47.372235,-122.21699,1324 East Walnut Street,Kent,98030,"['X', 'AE', 'AH']",2.6666666666666665,2.333333333333333,2.5,535000.0,7,1,0,0,0,0,5
56,9551201795,2021-08-03,3,3.5,2340,3000,2.0,Electricity,PUBLIC,280,400,1985,0,47.67166,-122.336265,5808 Woodlawn Avenue North,Seattle,98103,['X'],2.0,1.0,1.5,1546000.0,8,1,0,0,2,0,4
57,2902200141,2021-09-28,3,2.5,1480,1484,2.0,Gas,PUBLIC,300,0,2007,0,47.63715,-122.32576,2028B Eastlake Ave E,Seattle,98102,['X'],2.0,1.0,1.5,885000.0,8,1,0,0,0,1,3
58,2335300010,2021-08-17,3,2.0,1280,8321,1.0,Gas,PUBLIC,420,260,1984,0,47.72954,-122.205275,10133 Northeast 143rd Street,Kirkland,98034,['X'],2.0,1.0,1.5,900000.0,7,0,0,0,0,0,4
59,3463400200,2021-06-29,4,3.5,3760,47441,2.0,Gas,PRIVATE,460,430,1992,0,47.30833,-122.04027,32819 227th Place Southeast,Black Diamond,98010,"['X', 'C']",1.5,1.0,1.25,920000.0,9,1,1,0,4,0,4
60,9536601801,2021-06-18,4,2.5,3062,8100,2.0,Gas,PUBLIC,498,264,2020,0,47.35941,-122.316825,27012 13th Avenue South,Des Moines,98198,"['X', 'A', 'AE', 'C', 'VE']",2.4,2.2,2.3,704156.0,8,0,0,0,0,0,3
61,5656100110,2021-09-28,4,4.0,3580,6825,2.0,Electricity,PUBLIC,700,730,1977,0,47.69685,-122.3883,9226 25th Avenue Northwest,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,1685000.0,9,1,0,0,0,0,4
62,1238900124,2021-10-07,3,2.5,2471,2655,2.0,Gas,PUBLIC,396,236,1999,0,47.67631,-122.196425,122 6th Court,Kirkland,98033,"['X', 'AO']",2.5,2.0,2.25,1425000.0,10,1,0,0,0,1,3
63,2215500080,2022-03-14,5,2.0,1940,6000,1.0,Oil,PUBLIC,0,150,1945,0,47.68751,-122.28709,8026 38th Avenue Northeast,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,1180000.0,7,1,0,0,0,0,5
64,5005000040,2022-02-28,2,1.0,650,5680,1.0,Electricity,PUBLIC,0,0,1942,0,47.52011,-122.36142,9230 22nd Avenue Southwest,Seattle,98106,"['X', 'AE']",2.5,2.0,2.25,415000.0,6,0,0,0,0,0,3
65,2648000185,2021-06-22,3,1.0,1320,5511,1.5,Electricity,PUBLIC,0,0,1944,0,47.31059000000001,-122.21448999999998,1203 3rd Street Northeast,Auburn,98002,"['X', 'AH', 'AE', 'AHB', 'C', 'AO']",2.5,2.333333333333333,2.416666666666667,280000.0,7,0,0,0,0,0,2
66,5469500930,2021-07-06,3,2.0,2488,14763,1.0,Gas,PUBLIC,634,312,1973,0,47.38314,-122.15604,24419 140th Avenue Southeast,Kent,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,775000.0,8,0,0,0,0,0,4
67,9275200081,2021-08-27,3,2.5,3110,3922,4.0,Gas,PUBLIC,220,430,2020,0,47.58392,-122.37514,2163 Harbor Avenue Southwest,Seattle,98126,"['X', 'C']",1.5,1.0,1.25,1425000.0,10,1,0,0,2,1,3
68,3426049031,2021-10-27,4,4.5,3010,4887,2.0,Gas,PUBLIC,500,300,1951,1996,47.69327,-122.2717,8770 Sand Point Way Northeast,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,100000.0,10,1,0,0,3,1,4
69,1645000710,2021-06-23,3,1.0,1140,8528,1.0,Gas,PUBLIC,490,260,1967,0,47.20977,-122.003675,1965 Mckinley Street,Enumclaw,98022,"['A', 'X', 'D', 'AE', 'C']",2.0,1.8,1.9,475000.0,7,0,0,0,0,0,5
70,5540800133,2021-10-04,3,2.0,1310,1011,2.0,Electricity,PUBLIC,0,240,2021,0,47.69482,-122.34661,933A N 91st St,Seattle,98103,['X'],2.0,1.0,1.5,710000.0,8,1,0,0,0,0,3
71,6844700735,2021-07-12,4,1.0,1180,6120,1.0,Oil,PUBLIC,0,0,1951,0,47.69476,-122.288405,3550 Northeast 91st Street,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,895000.0,7,1,0,0,0,0,3
72,2205500440,2021-09-22,3,2.0,1370,12050,1.0,Oil,PUBLIC,550,0,1955,0,47.577345,-122.145159,14625 Southeast 37th Street,Bellevue,98006,"['X', 'AE', 'A']",2.6666666666666665,2.333333333333333,2.5,1125000.0,7,0,0,0,0,1,4
73,3448001030,2022-03-22,4,3.0,2720,23609,1.0,Oil,PUBLIC,0,610,1941,1956,47.71413,-122.295395,11815 31st Place Northeast,Seattle,98125,"['X', 'AE', 'A', 'C']",2.25,2.0,2.125,850000.0,8,1,0,0,0,0,3
74,5104500050,2022-01-31,2,1.5,1165,1530,2.0,Electricity,PUBLIC,0,0,1983,0,47.709405,-122.21268,9613 Northeast 121st Lane,Kirkland,98034,['X'],2.0,1.0,1.5,616000.0,7,0,0,0,0,0,3
75,7128300885,2021-12-15,3,2.0,2100,6800,2.0,Gas/Solar,PUBLIC,0,0,1979,0,47.596165,-122.30594,2002 South Dearborn Street,Seattle,98144,['X'],2.0,1.0,1.5,636417.0,7,0,0,0,0,1,3
76,1522059178,2022-05-28,3,2.0,2300,11644,1.0,Gas,PUBLIC,820,350,2007,0,47.388585,-122.16036,23808 135th Place Southeast,Kent,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,910000.0,9,0,0,0,0,0,3
77,6716700230,2021-12-16,3,1.0,1380,2499,1.5,Gas,PUBLIC,0,0,1910,0,47.68037,-122.31661,1016 Northeast 71st Street,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,975000.0,7,1,0,0,0,1,3
78,7936000652,2021-11-29,3,1.5,1090,5120,1.0,Gas,PUBLIC,290,100,1966,0,47.56042,-122.393155,4722 48th Avenue Southwest,Seattle,98116,"['X', 'A', 'C']",2.0,1.6666666666666667,1.8333333333333333,855000.0,7,0,0,0,0,0,4
79,2767704361,2021-11-08,2,1.5,1160,1249,2.0,Gas,PUBLIC,380,0,2000,0,47.67372,-122.37496000000002,1407A NW 62nd St,Seattle,98107,"['X', 'C']",1.5,1.0,1.25,737000.0,8,1,0,0,0,1,3
80,3679400960,2021-06-22,5,3.0,3180,8880,1.5,Gas,PUBLIC,0,400,1937,0,47.5637,-122.31447,4354 14th Avenue South,Seattle,98108,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,1205000.0,8,1,0,0,0,0,4
81,6917701100,2022-03-31,3,2.0,1880,5520,1.0,Gas,PUBLIC,200,0,1949,0,47.655225,-122.3979,3838 32nd Avenue West,Seattle,98199,"['X', 'A']",2.5,2.0,2.25,1100000.0,7,1,0,0,0,0,4
82,1766600005,2021-12-06,4,2.0,2420,5963,1.0,Gas,PUBLIC,0,330,1955,2005,47.549545,-122.27138,4829 South Juneau Street,Seattle,98118,['X'],2.0,1.0,1.5,900000.0,7,1,0,0,0,0,3
83,3905030900,2021-10-07,4,2.5,2340,11323,2.0,Gas,PUBLIC,500,60,1990,0,47.57278,-121.99517,25900 Southeast 39th Place,Sammamish,98029,"['X', 'AE']",2.5,2.0,2.25,1375000.0,8,0,0,0,0,0,3
84,7518500431,2022-02-01,1,1.5,1260,696,2.0,Electricity,PUBLIC,0,320,2020,0,47.67809000000001,-122.3769,6737A 15th Ave NW,Seattle,98117,"['X', 'A']",2.5,2.0,2.25,664750.0,8,1,0,0,0,0,3
85,7138210040,2021-10-08,3,2.5,1650,8431,2.0,Gas,PUBLIC,470,60,1995,0,47.193225,-122.01403,3414 Randall Place,Enumclaw,98022,"['A', 'X', 'D', 'AE', 'C']",2.0,1.8,1.9,520000.0,7,0,0,0,0,0,4
86,6072760490,2021-08-23,4,2.5,2290,8071,1.0,Gas,PUBLIC,510,370,1974,0,47.56237,-122.17674,12111 Southeast 46th Court,Bellevue,98006,"['X', 'AE', 'A']",2.6666666666666665,2.333333333333333,2.5,1425000.0,8,1,0,1,0,0,5
87,1842310080,2021-09-28,4,2.5,2320,7800,1.0,Gas,PUBLIC,510,660,1974,0,47.66822,-122.15109,7011 141st Place Northeast,Redmond,98052,"['AE', 'X', 'A', 'A06', 'B']",2.6,2.4,2.5,1490000.0,8,1,0,0,0,0,4
88,5253300054,2021-08-03,3,1.0,1190,7351,1.0,Electricity,PUBLIC,320,570,1984,0,47.75011,-122.34152,1331 North 167th Street,Shoreline,98133,"['X', 'A', 'AE', 'C']",2.25,2.0,2.125,630000.0,7,0,0,0,0,0,3
89,7787200010,2021-07-20,4,2.5,3190,7862,2.0,Gas,PUBLIC,610,390,2015,0,47.48325,-121.77472,897 Southeast 11th Street,North Bend,98045,"['AE', 'AO', 'X', 'AOB', 'D', 'C', 'A', 'AH', 'A05', 'B', 'A09', 'AHB', 'A06', 'A03']",2.571428571428572,2.5,2.5357142857142856,1280000.0,8,0,0,0,0,0,3
90,2402100635,2021-10-28,4,2.0,2050,4000,1.5,Gas,PUBLIC,200,70,1931,0,47.68785,-122.33242,8031 Bagley Avenue North,Seattle,98103,['X'],2.0,1.0,1.5,1489000.0,8,1,0,0,0,0,5
91,1796300010,2021-08-18,3,2.0,1320,9962,1.0,Oil,PUBLIC,480,0,1969,0,47.35191,-122.11554,17014 Southeast Wax Road,Covington,98042,"['X', 'A', 'AE']",2.6666666666666665,2.333333333333333,2.5,610000.0,7,0,0,0,0,1,4
92,1938000140,2022-03-28,4,2.5,2880,10424,1.0,Gas,PUBLIC,440,430,1964,0,47.58755,-122.172186,12453 Southeast 25th Place,Bellevue,98005,"['X', 'AE', 'B']",2.333333333333333,2.0,2.166666666666667,2700000.0,9,1,0,0,0,0,5
93,6446000010,2022-03-29,4,3.0,3150,29750,1.0,Gas,PRIVATE,890,350,1959,2005,47.555,-122.03306,22946 Southeast 53rd Street,Issaquah,98029,"['X', 'AE']",2.5,2.0,2.25,2200000.0,8,1,0,0,0,0,3
94,3530420230,2021-08-02,2,2.0,1360,4917,1.0,Gas,PUBLIC,500,410,1972,0,47.38056,-122.31908500000002,24701 12th Avenue South,Des Moines,98198,"['X', 'A', 'AE', 'C', 'VE']",2.4,2.2,2.3,525000.0,8,0,0,0,0,0,4
95,7635801092,2021-07-22,4,3.0,2220,8820,1.0,Gas,PUBLIC,310,250,1965,0,47.470675,-122.362945,14648 24th Avenue Southwest,Burien,98166,"['X', 'A', 'AE', 'AO', 'VE', 'C', 'A03']",2.571428571428572,2.4285714285714284,2.5,930000.0,8,1,0,0,0,0,4
96,8682301840,2021-07-14,3,2.0,1440,4596,1.0,Gas,PUBLIC,440,120,2007,0,47.71783,-122.02187,23728 Northeast Twinberry Way,Redmond,98053,"['X', 'AE', 'A']",2.6666666666666665,2.333333333333333,2.5,715000.0,8,0,0,0,0,0,3
97,9521101181,2022-01-27,3,2.0,1310,2100,1.5,Gas,PUBLIC,0,70,1909,0,47.66483,-122.34652,917 North 50th Street,Seattle,98103,['X'],2.0,1.0,1.5,1000300.0,7,1,0,0,0,1,4
98,3793500850,2022-03-01,4,2.5,3000,6551,2.0,Gas,PUBLIC,680,160,2001,0,47.36662000000001,-122.02831,26220 235th Avenue Southeast,Maple Valley,98038,"['AE', 'X', 'A05', 'B', 'A', 'C', 'A01']",2.4285714285714284,2.2857142857142856,2.3571428571428568,959500.0,7,0,0,1,0,0,4
99,8931100060,2021-10-06,2,1.5,1480,6448,1.0,Gas,PUBLIC,260,0,1950,0,47.678525,-122.27599,6831 49th Avenue Northeast,Seattle,98115,"['X', 'AE', 'C']",2.0,1.6666666666666667,1.8333333333333333,1235107.0,8,1,0,0,0,0,3
100,9488700060,2021-11-03,3,2.5,2200,4500,2.0,Gas,PUBLIC,0,220,1925,0,47.635545,-122.319775,1816 10th Avenue East,Seattle,98102,['X'],2.0,1.0,1.5,1435000.0,9,1,0,0,0,1,4
101,2125049140,2022-03-07,4,2.5,2630,13515,2.0,Gas,PUBLIC,440,0,1993,0,47.6392,-122.31119,1528 East Interlaken Boulevard,Seattle,98112,['X'],2.0,1.0,1.5,1995000.0,10,1,0,0,0,0,4
102,6909200015,2021-10-27,3,2.0,1500,994,2.0,Electricity,PUBLIC,0,400,2021,0,47.59184000000001,-122.29319,1306 30th Avenue South,Seattle,98144,['X'],2.0,1.0,1.5,870000.0,9,1,0,0,0,0,3
103,7899800825,2021-12-30,2,1.5,1040,775,2.0,Gas,PUBLIC,280,380,2020,0,47.5224,-122.35767,9030C 18th Ave SW,Seattle,98106,"['X', 'AE']",2.5,2.0,2.25,599999.0,8,1,0,0,0,0,3
